image,text
../../datasets/OldStyles/style6/A Woman demonstrates how to use the item she is selling.jpg,A Woman demonstrates how to use the item she is selling
../../datasets/OldStyles/style6/Several plastic food containers with various food items in them.jpg,Several plastic food containers with various food items in them
../../datasets/OldStyles/style6/A colorful pasta dish cooked with vegetables and corkscrew pasta.jpg,A colorful pasta dish cooked with vegetables and corkscrew pasta
../../datasets/OldStyles/style6/Someone in the air with a snowboard fresh off a ramp.jpg,Someone in the air with a snowboard fresh off a ramp
../../datasets/OldStyles/style6/A Dairy Queen Sign near a street filled with gas stations and stores.jpg,A Dairy Queen Sign near a street filled with gas stations and stores
../../datasets/OldStyles/style6/A black and white photo of two urinals.jpg,A black and white photo of two urinals
../../datasets/OldStyles/style6/Two planes parked on the ground at an airport.jpg,Two planes parked on the ground at an airport
../../datasets/OldStyles/style6/A man sits at the desk of an office.jpg,A man sits at the desk of an office
../../datasets/OldStyles/style6/A plane flying over a marina on a summer day.jpg,A plane flying over a marina on a summer day
../../datasets/OldStyles/style6/Some very cute giraffes by a big rock wall.jpg,Some very cute giraffes by a big rock wall
../../datasets/OldStyles/style6/A man standing between two twin beds topped with two paintings.jpg,A man standing between two twin beds topped with two paintings
../../datasets/OldStyles/style6/A cat drinks water from a bathroom sink.jpg,A cat drinks water from a bathroom sink
../../datasets/OldStyles/style6/A pair of red scissors next to a pair of blue scissors.jpg,A pair of red scissors next to a pair of blue scissors
"../../datasets/OldStyles/style6/A very small oven, sink, and refrigerator in a room.jpg","A very small oven, sink, and refrigerator in a room"
../../datasets/OldStyles/style6/Two pizzas that are cooking on a grill.jpg,Two pizzas that are cooking on a grill
../../datasets/OldStyles/style6/A table top model of a three unit bus type people mover.jpg,A table top model of a three unit bus type people mover
../../datasets/OldStyles/style6/An elephant standing next to a bunch of bushes near two wooden post.jpg,An elephant standing next to a bunch of bushes near two wooden post
"../../datasets/OldStyles/style6/An aerial view of an office, showing three people at work.jpg","An aerial view of an office, showing three people at work"
../../datasets/OldStyles/style6/The intersection of a street with a street sign.jpg,The intersection of a street with a street sign
../../datasets/OldStyles/style6/A person on a snow board high in the air.jpg,A person on a snow board high in the air
../../datasets/OldStyles/style6/A small white bowl filled with fruits and vegetables.jpg,A small white bowl filled with fruits and vegetables
../../datasets/OldStyles/style6/A plate full of deserts sitting on a wooden table.jpg,A plate full of deserts sitting on a wooden table
../../datasets/OldStyles/style6/The tennis player prepares to start a serve during a match.jpg,The tennis player prepares to start a serve during a match
../../datasets/OldStyles/style6/The girl with wet hair is beneath a kite in the sky.jpg,The girl with wet hair is beneath a kite in the sky
"../../datasets/OldStyles/style6/A table with a plate of donuts, cake, vase of flowers, and box of chocolates.jpg","A table with a plate of donuts, cake, vase of flowers, and box of chocolates"
../../datasets/OldStyles/style6/Person with an orange backpack laying down on a park bench.jpg,Person with an orange backpack laying down on a park bench
../../datasets/OldStyles/style6/A man and woman are going down the hill on skateboards.jpg,A man and woman are going down the hill on skateboards
../../datasets/OldStyles/style6/A man flying through the air on top of a skateboard.jpg,A man flying through the air on top of a skateboard
../../datasets/OldStyles/style6/a plate with some vegetables and meat on it.jpg,a plate with some vegetables and meat on it
../../datasets/OldStyles/style6/A tennis player serving a tennis ball on the court.jpg,A tennis player serving a tennis ball on the court
../../datasets/OldStyles/style6/A green train parked in front of a train station.jpg,A green train parked in front of a train station
../../datasets/OldStyles/style6/A young child holding an umbrella with birds and flowers.jpg,A young child holding an umbrella with birds and flowers
../../datasets/OldStyles/style6/two girls looking a two giraffes in a zoo.jpg,two girls looking a two giraffes in a zoo
../../datasets/OldStyles/style6/A person is riding a bike on the trail.jpg,A person is riding a bike on the trail
../../datasets/OldStyles/style6/a person that is standing on his head with a skateboard.jpg,a person that is standing on his head with a skateboard
../../datasets/OldStyles/style6/Surfers coming up from the beach in surfing attire.jpg,Surfers coming up from the beach in surfing attire
