image,text
../../datasets/Styles/style0/A white toilet sitting next to a shower and a towel.jpg,A white toilet sitting next to a shower and a towel
"../../datasets/Styles/style0/A room with door open showing a table, chair and a monitor screen.jpg","A room with door open showing a table, chair and a monitor screen"
../../datasets/Styles/style0/A red and black vehicle sitting at the base of a mountain.jpg,A red and black vehicle sitting at the base of a mountain
../../datasets/Styles/style0/A vase sitting on a table with flowers and plants in it.jpg,A vase sitting on a table with flowers and plants in it
../../datasets/Styles/style0/The breakfast sandwhich is large and has metling cheese.jpg,The breakfast sandwhich is large and has metling cheese
../../datasets/Styles/style0/The girl with wet hair is beneath a kite in the sky.jpg,The girl with wet hair is beneath a kite in the sky
../../datasets/Styles/style0/A young boy wearing a baseball uniform and holding a baseball bat.jpg,A young boy wearing a baseball uniform and holding a baseball bat
../../datasets/Styles/style0/A small kitchen with wood flooring and an island housing a stove and countertop.jpg,A small kitchen with wood flooring and an island housing a stove and countertop
../../datasets/Styles/style0/A burrito sitting on top of a white plate.jpg,A burrito sitting on top of a white plate
../../datasets/Styles/style0/A dog sitting in the grass next to a motorcycle.jpg,A dog sitting in the grass next to a motorcycle
../../datasets/Styles/style0/A couple of men standing over a table with a choco cake.jpg,A couple of men standing over a table with a choco cake
../../datasets/Styles/style0/A slightly dirty room that has green items on the floor.jpg,A slightly dirty room that has green items on the floor
../../datasets/Styles/style0/A bison grazes in an open expansive meadow.jpg,A bison grazes in an open expansive meadow
../../datasets/Styles/style0/A toilet basin set in the floor of a bathroom.jpg,A toilet basin set in the floor of a bathroom
../../datasets/Styles/style0/Two people walk down an empty sidewalk with an umbrella in the rain.jpg,Two people walk down an empty sidewalk with an umbrella in the rain
../../datasets/Styles/style0/A lady that is brushing her teeth in the mirror in the bathroom.jpg,A lady that is brushing her teeth in the mirror in the bathroom
../../datasets/Styles/style0/A European city square with a clock tower.jpg,A European city square with a clock tower
