image,text
"../../datasets/Styles/style2/A living area with a bed, chairs and mirror.jpg","A living area with a bed, chairs and mirror"
../../datasets/Styles/style2/Three bicycles near a tent at a camp site.jpg,Three bicycles near a tent at a camp site
../../datasets/Styles/style2/Big cat sitting next to a vase with flowers.jpg,Big cat sitting next to a vase with flowers
../../datasets/Styles/style2/A young child cutting into a birthday cake.jpg,A young child cutting into a birthday cake
../../datasets/Styles/style2/A sheep stands beside the back of a tractor in a field.jpg,A sheep stands beside the back of a tractor in a field
"../../datasets/Styles/style2/A woman sitting at a table with pastries, jams and juice.jpg","A woman sitting at a table with pastries, jams and juice"
../../datasets/Styles/style2/A team of rowers are competing on a boat.jpg,A team of rowers are competing on a boat
../../datasets/Styles/style2/Adult man eating food item inside local business in city area.jpg,Adult man eating food item inside local business in city area
../../datasets/Styles/style2/Two female skiers stand on a slope with some trees in the background.jpg,Two female skiers stand on a slope with some trees in the background
"../../datasets/Styles/style2/Home plate at a professional baseball game, waiting for a pitch.jpg","Home plate at a professional baseball game, waiting for a pitch"
../../datasets/Styles/style2/A large kitchen with many brown cabinets and brown flooring.jpg,A large kitchen with many brown cabinets and brown flooring
