image,text
../../datasets/FIDStyles/style3/A young man squatting on a surf board..jpg,A young man squatting on a surf board.
../../datasets/FIDStyles/style3/A man in grey shirt and hat talking on a cellphone..jpg,A man in grey shirt and hat talking on a cellphone.
../../datasets/FIDStyles/style3/A man rides a horse as a woman with a backpack walks beside him.jpg,A man rides a horse as a woman with a backpack walks beside him
../../datasets/FIDStyles/style3/A counter topped with lots of pizza and sandwiches..jpg,A counter topped with lots of pizza and sandwiches.
../../datasets/FIDStyles/style3/A tennis player stretches out her arm in preparation of hitting the ball..jpg,A tennis player stretches out her arm in preparation of hitting the ball.
../../datasets/FIDStyles/style3/a black bear walking through a woody forest..jpg,a black bear walking through a woody forest.
../../datasets/FIDStyles/style3/A family flying a kite on a hill..jpg,A family flying a kite on a hill.
../../datasets/FIDStyles/style3/A black and white photo of an old baseball game..jpg,A black and white photo of an old baseball game.
../../datasets/FIDStyles/style3/two freshly cooked pizzas are sitting on serving boards..jpg,two freshly cooked pizzas are sitting on serving boards.
../../datasets/FIDStyles/style3/A woman on her cell phone is sitting next to a Ronald McDonald statue..jpg,A woman on her cell phone is sitting next to a Ronald McDonald statue.
../../datasets/FIDStyles/style3/a person getting ready to hit a serve in tennis.jpg,a person getting ready to hit a serve in tennis
../../datasets/FIDStyles/style3/dinner time a white plate with little food on it and fingers with food in hand..jpg,dinner time a white plate with little food on it and fingers with food in hand.
"../../datasets/FIDStyles/style3/While one dog is sitting down, another is approaching..jpg","While one dog is sitting down, another is approaching."
../../datasets/FIDStyles/style3/A woman is sitting on the other side of the table with the camera man..jpg,A woman is sitting on the other side of the table with the camera man.
../../datasets/FIDStyles/style3/A brown cat on top of a lap top computer.jpg,A brown cat on top of a lap top computer
../../datasets/FIDStyles/style3/A bathroom sink sitting under a bathroom mirror..jpg,A bathroom sink sitting under a bathroom mirror.
../../datasets/FIDStyles/style3/A stove is shown next to an tablet and a cutting board..jpg,A stove is shown next to an tablet and a cutting board.
../../datasets/FIDStyles/style3/some chairs a refrigerator a microwave and a sink.jpg,some chairs a refrigerator a microwave and a sink
../../datasets/FIDStyles/style3/The pedestrians stand on the sidewalk as vehicles pass by..jpg,The pedestrians stand on the sidewalk as vehicles pass by.
"../../datasets/FIDStyles/style3/The train has just passed the crosswalk, and gates are closed to prevent pedestrian and vehicular traffic on the tracks at this time..jpg","The train has just passed the crosswalk, and gates are closed to prevent pedestrian and vehicular traffic on the tracks at this time."
../../datasets/FIDStyles/style3/A group of people sit in the grass overlooking a body of water.jpg,A group of people sit in the grass overlooking a body of water
../../datasets/FIDStyles/style3/Men on a beach one walking with surf board..jpg,Men on a beach one walking with surf board.
../../datasets/FIDStyles/style3/A laptop and mouse on a dining table..jpg,A laptop and mouse on a dining table.
../../datasets/FIDStyles/style3/A fat cat sitting on a wooden bench..jpg,A fat cat sitting on a wooden bench.
../../datasets/FIDStyles/style3/People riding their skis down a ski slope..jpg,People riding their skis down a ski slope.
../../datasets/FIDStyles/style3/A bunch of bananas and some limes sitting on a counter.jpg,A bunch of bananas and some limes sitting on a counter
../../datasets/FIDStyles/style3/a group of people watch as two people play some video games.jpg,a group of people watch as two people play some video games
../../datasets/FIDStyles/style3/A man riding a skateboard into the air under a blue cloudy sky..jpg,A man riding a skateboard into the air under a blue cloudy sky.
../../datasets/FIDStyles/style3/A person jumping to hit a ball with a tennis racket..jpg,A person jumping to hit a ball with a tennis racket.
../../datasets/FIDStyles/style3/Several people sit at the table with their computers..jpg,Several people sit at the table with their computers.
../../datasets/FIDStyles/style3/A city street with buildings and train tracks on the side with one train on the tracks..jpg,A city street with buildings and train tracks on the side with one train on the tracks.
../../datasets/FIDStyles/style3/Two ski shoes lay in a patch of snow..jpg,Two ski shoes lay in a patch of snow.
../../datasets/FIDStyles/style3/A man and woman with large backpacks on skis in the snow..jpg,A man and woman with large backpacks on skis in the snow.
../../datasets/FIDStyles/style3/A man standing by a window in a jacket and tie..jpg,A man standing by a window in a jacket and tie.
../../datasets/FIDStyles/style3/a bathroom with rocks and white tile and a sink and lights.jpg,a bathroom with rocks and white tile and a sink and lights
../../datasets/FIDStyles/style3/Someones feet are placed near the brown luggage bag..jpg,Someones feet are placed near the brown luggage bag.
"../../datasets/FIDStyles/style3/A gentleman holding a red, white and black Frisbee..jpg","A gentleman holding a red, white and black Frisbee."
../../datasets/FIDStyles/style3/A white pedestrian crossing sign on a pole..jpg,A white pedestrian crossing sign on a pole.
../../datasets/FIDStyles/style3/some fruits are sitting on a table in bowls..jpg,some fruits are sitting on a table in bowls.
../../datasets/FIDStyles/style3/A single orange on a small orange tree..jpg,A single orange on a small orange tree.
../../datasets/FIDStyles/style3/A snow-covered street next to houses leads to the water..jpg,A snow-covered street next to houses leads to the water.
../../datasets/FIDStyles/style3/A man on one knee talking on a cell phone and working on a laptop that is in a planter..jpg,A man on one knee talking on a cell phone and working on a laptop that is in a planter.
../../datasets/FIDStyles/style3/A man looking into several cages of birds on the sidewalk..jpg,A man looking into several cages of birds on the sidewalk.
../../datasets/FIDStyles/style3/Ikea catalogs are next to a vase with roses..jpg,Ikea catalogs are next to a vase with roses.
../../datasets/FIDStyles/style3/a bird standing on a plate of partially eaten food.jpg,a bird standing on a plate of partially eaten food
../../datasets/FIDStyles/style3/Two chair and a bench at the entrance of a building.jpg,Two chair and a bench at the entrance of a building
../../datasets/FIDStyles/style3/Street signs covered with ice and icicles in front of a building..jpg,Street signs covered with ice and icicles in front of a building.
../../datasets/FIDStyles/style3/A bathroom wall with mirror and white sink..jpg,A bathroom wall with mirror and white sink.
../../datasets/FIDStyles/style3/unable to see this image in this particular hit.jpg,unable to see this image in this particular hit
../../datasets/FIDStyles/style3/Motorcyclists ride the winding roads high in the hills..jpg,Motorcyclists ride the winding roads high in the hills.
../../datasets/FIDStyles/style3/A dining table has food and a cell phone on it..jpg,A dining table has food and a cell phone on it.
../../datasets/FIDStyles/style3/Vintage photo of a plane on the tarmac..jpg,Vintage photo of a plane on the tarmac.
../../datasets/FIDStyles/style3/A cat touches a banana with its nose..jpg,A cat touches a banana with its nose.
../../datasets/FIDStyles/style3/A woman carrying a bunch of green bananas over her head..jpg,A woman carrying a bunch of green bananas over her head.
../../datasets/FIDStyles/style3/A man kiteboarding on top of a large body of water..jpg,A man kiteboarding on top of a large body of water.
"../../datasets/FIDStyles/style3/A group of hats with the words ""Calvert Hall"" embroidered on them..jpg","A group of hats with the words ""Calvert Hall"" embroidered on them."
../../datasets/FIDStyles/style3/A train engine without cars on railroad tracks..jpg,A train engine without cars on railroad tracks.
../../datasets/FIDStyles/style3/Sheep in grassy field grazing while shepherd watches from hilltop..jpg,Sheep in grassy field grazing while shepherd watches from hilltop.
../../datasets/FIDStyles/style3/horses behind a fence with a sky background.jpg,horses behind a fence with a sky background
../../datasets/FIDStyles/style3/An older woman sitting on a park bench with people behind her..jpg,An older woman sitting on a park bench with people behind her.
../../datasets/FIDStyles/style3/A dog lies down on a couple's bed next to the remote control..jpg,A dog lies down on a couple's bed next to the remote control.
../../datasets/FIDStyles/style3/Giraffe standing next to a tall pile of sand..jpg,Giraffe standing next to a tall pile of sand.
../../datasets/FIDStyles/style3/Two teddy bears posed to look like they are holding hands..jpg,Two teddy bears posed to look like they are holding hands.
../../datasets/FIDStyles/style3/A dinner plate with chicken and broccoli with cheese sauce..jpg,A dinner plate with chicken and broccoli with cheese sauce.
../../datasets/FIDStyles/style3/A person is looking underneath a sink with a light..jpg,A person is looking underneath a sink with a light.
../../datasets/FIDStyles/style3/a boat sails on water through some trees.jpg,a boat sails on water through some trees
../../datasets/FIDStyles/style3/Many zebras standing in a grassy field together..jpg,Many zebras standing in a grassy field together.
../../datasets/FIDStyles/style3/A man sitting in a chair on the phone looking at his watch..jpg,A man sitting in a chair on the phone looking at his watch.
../../datasets/FIDStyles/style3/A surfer in the ocean that fell off his surfboard..jpg,A surfer in the ocean that fell off his surfboard.
"../../datasets/FIDStyles/style3/A woman wearing a white t-shirt and white shorts is straightening a pillow on a leather couch which sits in a wallpapered living room with tables, lamps and photographs..jpg","A woman wearing a white t-shirt and white shorts is straightening a pillow on a leather couch which sits in a wallpapered living room with tables, lamps and photographs."
../../datasets/FIDStyles/style3/a bed room with a neatly made bed.jpg,a bed room with a neatly made bed
../../datasets/FIDStyles/style3/A person riding a motorcycle  down a dirt path..jpg,A person riding a motorcycle  down a dirt path.
../../datasets/FIDStyles/style3/A hipster emo man sitting on top of a hot oven door..jpg,A hipster emo man sitting on top of a hot oven door.
../../datasets/FIDStyles/style3/A tow truck is holding a semi cab up in the air..jpg,A tow truck is holding a semi cab up in the air.
../../datasets/FIDStyles/style3/A man that is sitting on a bench near a wall..jpg,A man that is sitting on a bench near a wall.
../../datasets/FIDStyles/style3/Someone hanging from a rope ladder from a flying airplane..jpg,Someone hanging from a rope ladder from a flying airplane.
../../datasets/FIDStyles/style3/A man and woman throwing a disc while standing in the ocean..jpg,A man and woman throwing a disc while standing in the ocean.
../../datasets/FIDStyles/style3/Two cakes sitting on trays shaped like trains..jpg,Two cakes sitting on trays shaped like trains.
../../datasets/FIDStyles/style3/A pink double decker bus driving past a tall building..jpg,A pink double decker bus driving past a tall building.
../../datasets/FIDStyles/style3/A brown cat curled up sleeping on a human bed..jpg,A brown cat curled up sleeping on a human bed.
../../datasets/FIDStyles/style3/Person walking into the lower area of a restaurant with tables set up for 2 or 4 people.jpg,Person walking into the lower area of a restaurant with tables set up for 2 or 4 people
../../datasets/FIDStyles/style3/A cake and several cupcakes are being displayed..jpg,A cake and several cupcakes are being displayed.
../../datasets/FIDStyles/style3/a bird sits on a wooden ledge in front of trees.jpg,a bird sits on a wooden ledge in front of trees
../../datasets/FIDStyles/style3/A stuffed camel that is inside of a suitcase..jpg,A stuffed camel that is inside of a suitcase.
../../datasets/FIDStyles/style3/The laptop is  in this office is turned on and operating  Windows Vista..jpg,The laptop is  in this office is turned on and operating  Windows Vista.
../../datasets/FIDStyles/style3/An animal inside of someone's backpack sitting on a chair..jpg,An animal inside of someone's backpack sitting on a chair.
../../datasets/FIDStyles/style3/A boy hitting a baseball with a bat in a field..jpg,A boy hitting a baseball with a bat in a field.
../../datasets/FIDStyles/style3/People racing horses in a derby race while fans watch..jpg,People racing horses in a derby race while fans watch.
../../datasets/FIDStyles/style3/A gray sports car is shown near a fire hydrant..jpg,A gray sports car is shown near a fire hydrant.
../../datasets/FIDStyles/style3/A glass of wine sitting on the edge of a table.jpg,A glass of wine sitting on the edge of a table
../../datasets/FIDStyles/style3/Two indians with pony tails are with some horses..jpg,Two indians with pony tails are with some horses.
../../datasets/FIDStyles/style3/A number of horses graze peacefully on a hillside..jpg,A number of horses graze peacefully on a hillside.
../../datasets/FIDStyles/style3/This is a picture of a Nintendo Wii and the Wii remote..jpg,This is a picture of a Nintendo Wii and the Wii remote.
../../datasets/FIDStyles/style3/A man on a slope wearing skis and goggles.jpg,A man on a slope wearing skis and goggles
../../datasets/FIDStyles/style3/The room is full of many unpacked boxes..jpg,The room is full of many unpacked boxes.
../../datasets/FIDStyles/style3/The motorcyclists are enjoying a quick   kiss together..jpg,The motorcyclists are enjoying a quick   kiss together.
../../datasets/FIDStyles/style3/A huge television screen sits on a large wooden table.jpg,A huge television screen sits on a large wooden table
../../datasets/FIDStyles/style3/A baseball player at home base and ready to bat..jpg,A baseball player at home base and ready to bat.
../../datasets/FIDStyles/style3/Some very cute sheep in a big grassy field..jpg,Some very cute sheep in a big grassy field.
../../datasets/FIDStyles/style3/The view of someones kitchen with accessories and dishware..jpg,The view of someones kitchen with accessories and dishware.
../../datasets/FIDStyles/style3/A bunch of different white signs that are on a pole..jpg,A bunch of different white signs that are on a pole.
../../datasets/FIDStyles/style3/a small boat in a body of water.jpg,a small boat in a body of water
../../datasets/FIDStyles/style3/two sheep standing on hay in wooden barn.jpg,two sheep standing on hay in wooden barn
../../datasets/FIDStyles/style3/A pickle in a bowl next to a platter of meat..jpg,A pickle in a bowl next to a platter of meat.
../../datasets/FIDStyles/style3/An old building has a brick fire place..jpg,An old building has a brick fire place.
../../datasets/FIDStyles/style3/The cat is laying down on top of the keyboard..jpg,The cat is laying down on top of the keyboard.
../../datasets/FIDStyles/style3/A plant right next to a wooden window sill.jpg,A plant right next to a wooden window sill
../../datasets/FIDStyles/style3/A man preparing food inside of a kitchen next to a sink..jpg,A man preparing food inside of a kitchen next to a sink.
../../datasets/FIDStyles/style3/A man is sitting on a chair holding a frisbee..jpg,A man is sitting on a chair holding a frisbee.
../../datasets/FIDStyles/style3/The cat is standing up on the floor..jpg,The cat is standing up on the floor.
../../datasets/FIDStyles/style3/A group of people walking down a busy street on a rainy night under umbrellas..jpg,A group of people walking down a busy street on a rainy night under umbrellas.
../../datasets/FIDStyles/style3/a couple of horses are standing near a tree.jpg,a couple of horses are standing near a tree
../../datasets/FIDStyles/style3/A person on a yellow surfboard riding a wave..jpg,A person on a yellow surfboard riding a wave.
../../datasets/FIDStyles/style3/A woman on a court with a tennis racket..jpg,A woman on a court with a tennis racket.
../../datasets/FIDStyles/style3/A wind surfer doing a trick in the middle of the ocean..jpg,A wind surfer doing a trick in the middle of the ocean.
../../datasets/FIDStyles/style3/A man riding on top of a white surfboard in the ocean..jpg,A man riding on top of a white surfboard in the ocean.
../../datasets/FIDStyles/style3/The black cows are drinking water from the river..jpg,The black cows are drinking water from the river.
../../datasets/FIDStyles/style3/A gray and white kitten walking through a square hole..jpg,A gray and white kitten walking through a square hole.
../../datasets/FIDStyles/style3/Cattle grazing in a green field with trees..jpg,Cattle grazing in a green field with trees.
../../datasets/FIDStyles/style3/A young man holding a skateboard while standing near a church..jpg,A young man holding a skateboard while standing near a church.
../../datasets/FIDStyles/style3/A picture of a white toilet in a bathroom.jpg,A picture of a white toilet in a bathroom
../../datasets/FIDStyles/style3/Six people on skis on a wintry slope.jpg,Six people on skis on a wintry slope
../../datasets/FIDStyles/style3/Two people wearing masks preparing food off a table..jpg,Two people wearing masks preparing food off a table.
../../datasets/FIDStyles/style3/A box that has pastries shaped like trains and trucks..jpg,A box that has pastries shaped like trains and trucks.
../../datasets/FIDStyles/style3/The baseball player is standing in a white uniform..jpg,The baseball player is standing in a white uniform.
../../datasets/FIDStyles/style3/Toothpaste and tooth brushes on display with Chinese characters.jpg,Toothpaste and tooth brushes on display with Chinese characters
../../datasets/FIDStyles/style3/A giraffe picture on box with some pizza..jpg,A giraffe picture on box with some pizza.
../../datasets/FIDStyles/style3/A skateboard on a body of sand near water..jpg,A skateboard on a body of sand near water.
../../datasets/FIDStyles/style3/Four uniformed boys play a game of Rugby.jpg,Four uniformed boys play a game of Rugby
../../datasets/FIDStyles/style3/A clock tower and flag are visible among the clouds.jpg,A clock tower and flag are visible among the clouds
../../datasets/FIDStyles/style3/A girl leaning on a table with a cake..jpg,A girl leaning on a table with a cake.
../../datasets/FIDStyles/style3/A young boy holds a Frisbee in a driveway..jpg,A young boy holds a Frisbee in a driveway.
../../datasets/FIDStyles/style3/A blue bus on a busy street between various buildings..jpg,A blue bus on a busy street between various buildings.
../../datasets/FIDStyles/style3/The man wearing white is holding a bag in his hand..jpg,The man wearing white is holding a bag in his hand.
../../datasets/FIDStyles/style3/There are two hot dogs and chili cheese fries.jpg,There are two hot dogs and chili cheese fries
../../datasets/FIDStyles/style3/a surfer surfs through along a big wave.jpg,a surfer surfs through along a big wave
../../datasets/FIDStyles/style3/A boy is watching a bear at the zoo..jpg,A boy is watching a bear at the zoo.
../../datasets/FIDStyles/style3/A white horse in reigns grazing on grass..jpg,A white horse in reigns grazing on grass.
../../datasets/FIDStyles/style3/A woman sits on a bench near a brick courtyard..jpg,A woman sits on a bench near a brick courtyard.
../../datasets/FIDStyles/style3/A cat laying across a keyboard.on a desk..jpg,A cat laying across a keyboard.on a desk.
../../datasets/FIDStyles/style3/A view of a kitchen with a white refrigerator and wood cabinets and a potted plant sitting on a white shelf..jpg,A view of a kitchen with a white refrigerator and wood cabinets and a potted plant sitting on a white shelf.
../../datasets/FIDStyles/style3/A tennis player is getting ready to hit a ball..jpg,A tennis player is getting ready to hit a ball.
../../datasets/FIDStyles/style3/People in a room with one man working on a laptop while another looks on..jpg,People in a room with one man working on a laptop while another looks on.
../../datasets/FIDStyles/style3/A cross-stitch pattern of a bear holding a birthday cake and the finished product..jpg,A cross-stitch pattern of a bear holding a birthday cake and the finished product.
../../datasets/FIDStyles/style3/The young man smiles as he holds a chilli dog..jpg,The young man smiles as he holds a chilli dog.
../../datasets/FIDStyles/style3/A baseball player is up to bat at a game.jpg,A baseball player is up to bat at a game
../../datasets/FIDStyles/style3/a group of people having a meal at a restaurant.jpg,a group of people having a meal at a restaurant
../../datasets/FIDStyles/style3/Two elephants play with a man in the water..jpg,Two elephants play with a man in the water.
../../datasets/FIDStyles/style3/There is a little boy standing on the skateboard..jpg,There is a little boy standing on the skateboard.
"../../datasets/FIDStyles/style3/This small cubicle includes a phone, keyboard, and monitor..jpg","This small cubicle includes a phone, keyboard, and monitor."
../../datasets/FIDStyles/style3/A large tow truck towing a double decker bus..jpg,A large tow truck towing a double decker bus.
../../datasets/FIDStyles/style3/there is a small white plate with a piece of cake on it.jpg,there is a small white plate with a piece of cake on it
../../datasets/FIDStyles/style3/A man waiting at a booth selling ties while the worker searches..jpg,A man waiting at a booth selling ties while the worker searches.
"../../datasets/FIDStyles/style3/A bathroom has two white, old-fashioned sinks..jpg","A bathroom has two white, old-fashioned sinks."
../../datasets/FIDStyles/style3/The motorcycle race is wearing a red speed suit with many patches..jpg,The motorcycle race is wearing a red speed suit with many patches.
../../datasets/FIDStyles/style3/A person in skis skiing on a snowy ski slope..jpg,A person in skis skiing on a snowy ski slope.
../../datasets/FIDStyles/style3/A woman with sunglasses on with a cell phone to her ear..jpg,A woman with sunglasses on with a cell phone to her ear.
../../datasets/FIDStyles/style3/Laptop computer with a mouse and several coffee cups nearby..jpg,Laptop computer with a mouse and several coffee cups nearby.
../../datasets/FIDStyles/style3/A large window with a large brown dog looking out of it..jpg,A large window with a large brown dog looking out of it.
../../datasets/FIDStyles/style3/A street scene with cars and a bus on the road..jpg,A street scene with cars and a bus on the road.
../../datasets/FIDStyles/style3/A pedestrian crossing sign underneath two street signs..jpg,A pedestrian crossing sign underneath two street signs.
../../datasets/FIDStyles/style3/An old bathroom with broken tiles on the wall..jpg,An old bathroom with broken tiles on the wall.
../../datasets/FIDStyles/style3/Three women are preparing food in a kitchen with a child watching attentively..jpg,Three women are preparing food in a kitchen with a child watching attentively.
../../datasets/FIDStyles/style3/There is something captured here in this photo..jpg,There is something captured here in this photo.
../../datasets/FIDStyles/style3/The skier goes down the slope near a line of trees..jpg,The skier goes down the slope near a line of trees.
../../datasets/FIDStyles/style3/A young woman and a young man playing a boxing game on their game system..jpg,A young woman and a young man playing a boxing game on their game system.
../../datasets/FIDStyles/style3/Four fighter jets fly through the sky leaving a trail of smoke..jpg,Four fighter jets fly through the sky leaving a trail of smoke.
../../datasets/FIDStyles/style3/Two people on a motorcycle on the highway..jpg,Two people on a motorcycle on the highway.
../../datasets/FIDStyles/style3/A crowd of people standing around a man with a white frisbee..jpg,A crowd of people standing around a man with a white frisbee.
../../datasets/FIDStyles/style3/Four water buffalo are swimming in the water..jpg,Four water buffalo are swimming in the water.
../../datasets/FIDStyles/style3/A group of people sitting at a dining table wearing masks..jpg,A group of people sitting at a dining table wearing masks.
../../datasets/FIDStyles/style3/a couple of people that are walking around with a bag.jpg,a couple of people that are walking around with a bag
../../datasets/FIDStyles/style3/A plane that has the pilot shaking a mans hand..jpg,A plane that has the pilot shaking a mans hand.
../../datasets/FIDStyles/style3/a computer sits in a recording studio at night.jpg,a computer sits in a recording studio at night
"../../datasets/FIDStyles/style3/A lovely room features elegant wooden flooring, a grand piano, ceiling to floor windows, beautiful furnishings and a fireplace..jpg","A lovely room features elegant wooden flooring, a grand piano, ceiling to floor windows, beautiful furnishings and a fireplace."
../../datasets/FIDStyles/style3/People are gathered around a Salvation Army warming station..jpg,People are gathered around a Salvation Army warming station.
../../datasets/FIDStyles/style3/Commercial tour buses parked together in a lot..jpg,Commercial tour buses parked together in a lot.
../../datasets/FIDStyles/style3/two giraffes feeding on very tall leaves in the forest.jpg,two giraffes feeding on very tall leaves in the forest
../../datasets/FIDStyles/style3/The tennis player is hitting the ball with a strong swing..jpg,The tennis player is hitting the ball with a strong swing.
../../datasets/FIDStyles/style3/A group of people who are walking down a city street..jpg,A group of people who are walking down a city street.
../../datasets/FIDStyles/style3/A mother brushing her child's hair with a plastic brush.jpg,A mother brushing her child's hair with a plastic brush
../../datasets/FIDStyles/style3/A man in a straw hat is sitting on a beach..jpg,A man in a straw hat is sitting on a beach.
../../datasets/FIDStyles/style3/A smaller girl is trying to block a frisbee throw from a bigger girl..jpg,A smaller girl is trying to block a frisbee throw from a bigger girl.
"../../datasets/FIDStyles/style3/A street sign on a brick wall, reads Rue Croix des Petits Champs..jpg","A street sign on a brick wall, reads Rue Croix des Petits Champs."
../../datasets/FIDStyles/style3/A banana yellow motor scooter is parked on the street..jpg,A banana yellow motor scooter is parked on the street.
../../datasets/FIDStyles/style3/some white and black sheep are on some grass hills and trees.jpg,some white and black sheep are on some grass hills and trees
../../datasets/FIDStyles/style3/A man with a tennis racket bends it behind his shoulder..jpg,A man with a tennis racket bends it behind his shoulder.
../../datasets/FIDStyles/style3/a person holding on to a long slighty burnt hot dog in a bun.jpg,a person holding on to a long slighty burnt hot dog in a bun
../../datasets/FIDStyles/style3/a toy animal sitting on a toy cake next to the grass.jpg,a toy animal sitting on a toy cake next to the grass
"../../datasets/FIDStyles/style3/A neat and clean  kitchen with cooking range,microwave..jpg","A neat and clean  kitchen with cooking range,microwave."
../../datasets/FIDStyles/style3/a person in a factory working on pies.jpg,a person in a factory working on pies
../../datasets/FIDStyles/style3/A group of giraffes are walking in the valley..jpg,A group of giraffes are walking in the valley.
../../datasets/FIDStyles/style3/A woman sitting at a wooden table next to a white cat..jpg,A woman sitting at a wooden table next to a white cat.
../../datasets/FIDStyles/style3/A woman holds a knife over a white cake..jpg,A woman holds a knife over a white cake.
../../datasets/FIDStyles/style3/Bus driving passengers downtown on a rainy day.jpg,Bus driving passengers downtown on a rainy day
../../datasets/FIDStyles/style3/A sink in a bathroom next to a window..jpg,A sink in a bathroom next to a window.
../../datasets/FIDStyles/style3/Looking out a window at a person carrying an umbrella..jpg,Looking out a window at a person carrying an umbrella.
../../datasets/FIDStyles/style3/A black keyboard is hook to a cell phone on a table..jpg,A black keyboard is hook to a cell phone on a table.
../../datasets/FIDStyles/style3/A woman with her mouth open on top of a skate board..jpg,A woman with her mouth open on top of a skate board.
../../datasets/FIDStyles/style3/A bed sitting between two lamps in a hotel room..jpg,A bed sitting between two lamps in a hotel room.
"../../datasets/FIDStyles/style3/A batter, catcher and umpire during a baseball game..jpg","A batter, catcher and umpire during a baseball game."
../../datasets/FIDStyles/style3/A person with a backpack is lying in the snow..jpg,A person with a backpack is lying in the snow.
../../datasets/FIDStyles/style3/Silver airplane parked on a mostly empty runway..jpg,Silver airplane parked on a mostly empty runway.
../../datasets/FIDStyles/style3/the room has a brown sofa with red cushions.jpg,the room has a brown sofa with red cushions
../../datasets/FIDStyles/style3/An open laptop computer sitting on top of a glass table..jpg,An open laptop computer sitting on top of a glass table.
../../datasets/FIDStyles/style3/A blue bowl filled with soup on top of a green plate..jpg,A blue bowl filled with soup on top of a green plate.
../../datasets/FIDStyles/style3/A kitchen with copper pots on pot racks and on the stove.jpg,A kitchen with copper pots on pot racks and on the stove
../../datasets/FIDStyles/style3/Three places at the long table are set for a meal..jpg,Three places at the long table are set for a meal.
../../datasets/FIDStyles/style3/a woman sits in front of a table of pizza.jpg,a woman sits in front of a table of pizza
../../datasets/FIDStyles/style3/Zebras grazing on short grass in zoo enclosure..jpg,Zebras grazing on short grass in zoo enclosure.
../../datasets/FIDStyles/style3/a small building next to a pole and many power lines.jpg,a small building next to a pole and many power lines
../../datasets/FIDStyles/style3/A woman looks at a laptop while two dogs lounge with her..jpg,A woman looks at a laptop while two dogs lounge with her.
../../datasets/FIDStyles/style3/A little boy sitting at a table topped with a sheet cake..jpg,A little boy sitting at a table topped with a sheet cake.
../../datasets/FIDStyles/style3/A man is making a blender drink in the kitchen..jpg,A man is making a blender drink in the kitchen.
../../datasets/FIDStyles/style3/An orange and white cat sitting on top of a musical keyboard..jpg,An orange and white cat sitting on top of a musical keyboard.
../../datasets/FIDStyles/style3/Two images of women playing tennis on a tennis court.jpg,Two images of women playing tennis on a tennis court
../../datasets/FIDStyles/style3/Small cow with short horns standing on a grassy meadow..jpg,Small cow with short horns standing on a grassy meadow.
../../datasets/FIDStyles/style3/There is an open seat under the umbrella..jpg,There is an open seat under the umbrella.
../../datasets/FIDStyles/style3/A cat curiously looks at the video displayed on the monitor..jpg,A cat curiously looks at the video displayed on the monitor.
../../datasets/FIDStyles/style3/People watching others skateboard at a skateboard park..jpg,People watching others skateboard at a skateboard park.
../../datasets/FIDStyles/style3/A close-up of a person pouring something into a small blender..jpg,A close-up of a person pouring something into a small blender.
../../datasets/FIDStyles/style3/a female standing next to a large black object which is next to a card board box.jpg,a female standing next to a large black object which is next to a card board box
../../datasets/FIDStyles/style3/an image of a baseball player running to base after hitting ball.jpg,an image of a baseball player running to base after hitting ball
../../datasets/FIDStyles/style3/A machine that dispenses tickets for some mode of transportation..jpg,A machine that dispenses tickets for some mode of transportation.
../../datasets/FIDStyles/style3/An intricate clock mounted in the side of a building.jpg,An intricate clock mounted in the side of a building
../../datasets/FIDStyles/style3/A man eats food that is inside a banana peel..jpg,A man eats food that is inside a banana peel.
../../datasets/FIDStyles/style3/there is a dog that is laying next to a window.jpg,there is a dog that is laying next to a window
../../datasets/FIDStyles/style3/Group of men in safety gear next to a bus with emergency equipment.jpg,Group of men in safety gear next to a bus with emergency equipment
../../datasets/FIDStyles/style3/A batter swings low while the catcher and umpire crouch for the finish..jpg,A batter swings low while the catcher and umpire crouch for the finish.
../../datasets/FIDStyles/style3/Surfer wearing a wetsuit riding on top of a wave..jpg,Surfer wearing a wetsuit riding on top of a wave.
../../datasets/FIDStyles/style3/A dog laying under a blanket in a bed..jpg,A dog laying under a blanket in a bed.
"../../datasets/FIDStyles/style3/A girl is smiling while eating food, she is wearing glasses..jpg","A girl is smiling while eating food, she is wearing glasses."
../../datasets/FIDStyles/style3/A couple of giraffe standing in the middle of a road..jpg,A couple of giraffe standing in the middle of a road.
../../datasets/FIDStyles/style3/Cows graze on tall grass by a fence near a forest.jpg,Cows graze on tall grass by a fence near a forest
../../datasets/FIDStyles/style3/A pottery vase filled with flowers and leaves..jpg,A pottery vase filled with flowers and leaves.
../../datasets/FIDStyles/style3/This photo shows several cell phones in a group..jpg,This photo shows several cell phones in a group.
../../datasets/FIDStyles/style3/a girl dressed in red shirt and black pants playing tennis.jpg,a girl dressed in red shirt and black pants playing tennis
../../datasets/FIDStyles/style3/The cup has multiple fruits inside of it..jpg,The cup has multiple fruits inside of it.
../../datasets/FIDStyles/style3/A person on a scooter and someone on a skateboard pass each other..jpg,A person on a scooter and someone on a skateboard pass each other.
../../datasets/FIDStyles/style3/Two females sitting at a table outside eating.jpg,Two females sitting at a table outside eating
../../datasets/FIDStyles/style3/People standing in a dark park while talking and skateboarding..jpg,People standing in a dark park while talking and skateboarding.
../../datasets/FIDStyles/style3/White cows laying on a steep grassy hillside..jpg,White cows laying on a steep grassy hillside.
../../datasets/FIDStyles/style3/A man wearing a bow tie around his neck..jpg,A man wearing a bow tie around his neck.
../../datasets/FIDStyles/style3/A concrete bench between two trees in park..jpg,A concrete bench between two trees in park.
../../datasets/FIDStyles/style3/Many people are flying their kites on the beach area..jpg,Many people are flying their kites on the beach area.
