image,text
../../datasets/FIDStyles/style0/A horse that has a car behind it in the street..jpg,A horse that has a car behind it in the street.
../../datasets/FIDStyles/style0/an image of a military man at a factory talking to a man.jpg,an image of a military man at a factory talking to a man
../../datasets/FIDStyles/style0/A baseball player in uniform prepares his bat..jpg,A baseball player in uniform prepares his bat.
../../datasets/FIDStyles/style0/Two women smiling for a picture while on the ski slope..jpg,Two women smiling for a picture while on the ski slope.
../../datasets/FIDStyles/style0/a horse grazing in a grassy plains area with a snow capped mountain in the background.jpg,a horse grazing in a grassy plains area with a snow capped mountain in the background
../../datasets/FIDStyles/style0/Underweight oxen pulling cart in heavy traffic in native land..jpg,Underweight oxen pulling cart in heavy traffic in native land.
../../datasets/FIDStyles/style0/A man using a park bench to perform a skateboard trick..jpg,A man using a park bench to perform a skateboard trick.
../../datasets/FIDStyles/style0/A disgustingly filthy stall in a public restroom..jpg,A disgustingly filthy stall in a public restroom.
../../datasets/FIDStyles/style0/A fancy bathroom has a walk-in shower and a sink..jpg,A fancy bathroom has a walk-in shower and a sink.
../../datasets/FIDStyles/style0/A close up of a red and white fire hydrant..jpg,A close up of a red and white fire hydrant.
../../datasets/FIDStyles/style0/A colorful kite sitting up in a tree under a blue sky..jpg,A colorful kite sitting up in a tree under a blue sky.
../../datasets/FIDStyles/style0/A man and woman playing frisbee at the beach.jpg,A man and woman playing frisbee at the beach
../../datasets/FIDStyles/style0/A little baby sitting next to a stuffed bear..jpg,A little baby sitting next to a stuffed bear.
../../datasets/FIDStyles/style0/A man on with his racket is anticipating the ball..jpg,A man on with his racket is anticipating the ball.
../../datasets/FIDStyles/style0/A bunch of seagulls gathered together on a sidewalk..jpg,A bunch of seagulls gathered together on a sidewalk.
../../datasets/FIDStyles/style0/A small boat that is floating in the lake near a bunch of trees.jpg,A small boat that is floating in the lake near a bunch of trees
../../datasets/FIDStyles/style0/Windsurfers in the ocean during a fairly heavy breeze..jpg,Windsurfers in the ocean during a fairly heavy breeze.
../../datasets/FIDStyles/style0/A persons legs laying on a bathroom floor in front of a toilet..jpg,A persons legs laying on a bathroom floor in front of a toilet.
../../datasets/FIDStyles/style0/A young man is smiling as he plays a Nintendo Wii with a controller.jpg,A young man is smiling as he plays a Nintendo Wii with a controller
../../datasets/FIDStyles/style0/A beautiful bouquet is getting ready to be delivered to a mom.jpg,A beautiful bouquet is getting ready to be delivered to a mom
../../datasets/FIDStyles/style0/Yellow flowers sit in a vase on the dining table..jpg,Yellow flowers sit in a vase on the dining table.
../../datasets/FIDStyles/style0/A large teddy bear sitting beside a basket filled with small teddy bears..jpg,A large teddy bear sitting beside a basket filled with small teddy bears.
../../datasets/FIDStyles/style0/A cat sits on top of a bag of luggage..jpg,A cat sits on top of a bag of luggage.
../../datasets/FIDStyles/style0/A boy sitting in the grass in front of a baby girl holding a frisbee..jpg,A boy sitting in the grass in front of a baby girl holding a frisbee.
../../datasets/FIDStyles/style0/Looking down at vegetable pizza and an iced drink by a computer.jpg,Looking down at vegetable pizza and an iced drink by a computer
"../../datasets/FIDStyles/style0/In a park, a man in a dress shirt sits on a rock..jpg","In a park, a man in a dress shirt sits on a rock."
../../datasets/FIDStyles/style0/A room with two motorcycles parked in it.jpg,A room with two motorcycles parked in it
../../datasets/FIDStyles/style0/A smiling black male sitting with his red computer and his drink..jpg,A smiling black male sitting with his red computer and his drink.
../../datasets/FIDStyles/style0/Many baked good piled high on a display counter.jpg,Many baked good piled high on a display counter
../../datasets/FIDStyles/style0/A man on a camel and some trucks on a beach.jpg,A man on a camel and some trucks on a beach
../../datasets/FIDStyles/style0/a man riding a wave on top of a surfboard..jpg,a man riding a wave on top of a surfboard.
../../datasets/FIDStyles/style0/A pitcher throwing a baseball in a baseball game..jpg,A pitcher throwing a baseball in a baseball game.
../../datasets/FIDStyles/style0/Two friends pose for a photo in a garden.jpg,Two friends pose for a photo in a garden
../../datasets/FIDStyles/style0/A bird on the ground perched by a small pool of water.jpg,A bird on the ground perched by a small pool of water
../../datasets/FIDStyles/style0/A man riding skis down the side of a snow covered slope..jpg,A man riding skis down the side of a snow covered slope.
../../datasets/FIDStyles/style0/A group of people standing around outside with dogs..jpg,A group of people standing around outside with dogs.
../../datasets/FIDStyles/style0/Two plates of food one with pizza and the other with French fries..jpg,Two plates of food one with pizza and the other with French fries.
../../datasets/FIDStyles/style0/A herd of zebra walking through a field at a wild life preserve..jpg,A herd of zebra walking through a field at a wild life preserve.
../../datasets/FIDStyles/style0/A man herding brown colored animals with a dog.jpg,A man herding brown colored animals with a dog
../../datasets/FIDStyles/style0/A group of zebra interacting with trees in the background..jpg,A group of zebra interacting with trees in the background.
../../datasets/FIDStyles/style0/some people in a field with a kite in the air.jpg,some people in a field with a kite in the air
../../datasets/FIDStyles/style0/A group of people watching a dog perform..jpg,A group of people watching a dog perform.
../../datasets/FIDStyles/style0/this is some people playing soccer in the grass.jpg,this is some people playing soccer in the grass
../../datasets/FIDStyles/style0/A baseball player tags a base runner during the game..jpg,A baseball player tags a base runner during the game.
../../datasets/FIDStyles/style0/Two people who are sitting down in the snow with snowboards..jpg,Two people who are sitting down in the snow with snowboards.
../../datasets/FIDStyles/style0/The bright blue kite is ready for a gust of wind..jpg,The bright blue kite is ready for a gust of wind.
../../datasets/FIDStyles/style0/a bathroom with a toilet and toilet paper inside of it.jpg,a bathroom with a toilet and toilet paper inside of it
../../datasets/FIDStyles/style0/A miniature model of a town and train track..jpg,A miniature model of a town and train track.
../../datasets/FIDStyles/style0/A mother giraffe crossing a river with her babies.jpg,A mother giraffe crossing a river with her babies
../../datasets/FIDStyles/style0/A woman uses her laptop on a TV tray..jpg,A woman uses her laptop on a TV tray.
../../datasets/FIDStyles/style0/A transit bus with the word McGill's on it on a street side..jpg,A transit bus with the word McGill's on it on a street side.
../../datasets/FIDStyles/style0/An empty wooden bench sits near a neatly trimmed lawn..jpg,An empty wooden bench sits near a neatly trimmed lawn.
../../datasets/FIDStyles/style0/A man that is sitting on a motorcycle on the street..jpg,A man that is sitting on a motorcycle on the street.
../../datasets/FIDStyles/style0/Water from a broken hydrant flows into a city street..jpg,Water from a broken hydrant flows into a city street.
../../datasets/FIDStyles/style0/A large grey church with a massive tower..jpg,A large grey church with a massive tower.
../../datasets/FIDStyles/style0/The man is getting ready for an important formal event..jpg,The man is getting ready for an important formal event.
../../datasets/FIDStyles/style0/A young girl standing with a bat and a ball on a stand..jpg,A young girl standing with a bat and a ball on a stand.
"../../datasets/FIDStyles/style0/A person's hand, wearing a wedding ring and holding two tiny donuts..jpg","A person's hand, wearing a wedding ring and holding two tiny donuts."
../../datasets/FIDStyles/style0/A pile of oranges sitting on top of a pile of lemons..jpg,A pile of oranges sitting on top of a pile of lemons.
../../datasets/FIDStyles/style0/A man putting a sandwich in his mouth with a pack of noodles in the midst of the sandwich..jpg,A man putting a sandwich in his mouth with a pack of noodles in the midst of the sandwich.
../../datasets/FIDStyles/style0/A woman that is standing in dirt with a suitcase..jpg,A woman that is standing in dirt with a suitcase.
../../datasets/FIDStyles/style0/a large aircraft parked on a runway with people standing by.jpg,a large aircraft parked on a runway with people standing by
../../datasets/FIDStyles/style0/A very bright colored blue book on a wooden bench..jpg,A very bright colored blue book on a wooden bench.
../../datasets/FIDStyles/style0/Cars driving on a road near a building and a clock tower..jpg,Cars driving on a road near a building and a clock tower.
../../datasets/FIDStyles/style0/A red newspaper dispenser on the side of a city street..jpg,A red newspaper dispenser on the side of a city street.
../../datasets/FIDStyles/style0/A boy eating a hot dog at a baseball park..jpg,A boy eating a hot dog at a baseball park.
../../datasets/FIDStyles/style0/A British airways airplane flies through a clear blue sky..jpg,A British airways airplane flies through a clear blue sky.
../../datasets/FIDStyles/style0/There is a complete tangerine on a plate with a peeled tangerine next to it..jpg,There is a complete tangerine on a plate with a peeled tangerine next to it.
../../datasets/FIDStyles/style0/fire hydrants being carried by a large truck.jpg,fire hydrants being carried by a large truck
../../datasets/FIDStyles/style0/A woman is standing beside a bicycle with a dog..jpg,A woman is standing beside a bicycle with a dog.
../../datasets/FIDStyles/style0/A baby holding a blue cup and eating a piece of banana..jpg,A baby holding a blue cup and eating a piece of banana.
../../datasets/FIDStyles/style0/Guy stands in front of brick oven as he cuts a pizza up into slices.jpg,Guy stands in front of brick oven as he cuts a pizza up into slices
../../datasets/FIDStyles/style0/A child holding a pink bear and a flower.jpg,A child holding a pink bear and a flower
../../datasets/FIDStyles/style0/A couple stands outdoors in front of a pagoda..jpg,A couple stands outdoors in front of a pagoda.
../../datasets/FIDStyles/style0/A motorcyclist is adjusting a camera that is being used..jpg,A motorcyclist is adjusting a camera that is being used.
../../datasets/FIDStyles/style0/A person swinging a bat over the top of a bike..jpg,A person swinging a bat over the top of a bike.
../../datasets/FIDStyles/style0/there are two donuts on a white and red plate.jpg,there are two donuts on a white and red plate
../../datasets/FIDStyles/style0/A baby calf looks up over at the adult cow in the middle of the pasture..jpg,A baby calf looks up over at the adult cow in the middle of the pasture.
../../datasets/FIDStyles/style0/A woman drinking wine from a wineglass outdoors..jpg,A woman drinking wine from a wineglass outdoors.
../../datasets/FIDStyles/style0/Both of the baseball players have one foot on the plate..jpg,Both of the baseball players have one foot on the plate.
../../datasets/FIDStyles/style0/A person on a skateboard at the top of a bowl at a skateboard park..jpg,A person on a skateboard at the top of a bowl at a skateboard park.
../../datasets/FIDStyles/style0/An elephant trainer stands in the water beside a young elephant that is sitting in it..jpg,An elephant trainer stands in the water beside a young elephant that is sitting in it.
"../../datasets/FIDStyles/style0/A young boy sits on his bed, using a laptop computer..jpg","A young boy sits on his bed, using a laptop computer."
../../datasets/FIDStyles/style0/A fire hydrant inside of a metal fence..jpg,A fire hydrant inside of a metal fence.
../../datasets/FIDStyles/style0/A man stands a a counter full of green peppers..jpg,A man stands a a counter full of green peppers.
../../datasets/FIDStyles/style0/A group of children playing soccer on a grassy area..jpg,A group of children playing soccer on a grassy area.
../../datasets/FIDStyles/style0/A map with a bunch of arrows and Chinese directions..jpg,A map with a bunch of arrows and Chinese directions.
../../datasets/FIDStyles/style0/A baby elephant standing next to it's mother with blood pouring down her leg..jpg,A baby elephant standing next to it's mother with blood pouring down her leg.
../../datasets/FIDStyles/style0/A cat stares up besides the home entrance..jpg,A cat stares up besides the home entrance.
../../datasets/FIDStyles/style0/A desk topped with a computer keyboard and a mouse..jpg,A desk topped with a computer keyboard and a mouse.
../../datasets/FIDStyles/style0/Four homemade donuts are laid on the kitchen counter..jpg,Four homemade donuts are laid on the kitchen counter.
../../datasets/FIDStyles/style0/A little girl that is sitting in front of a birthday cake..jpg,A little girl that is sitting in front of a birthday cake.
../../datasets/FIDStyles/style0/The desert is prepared and ready to be eaten..jpg,The desert is prepared and ready to be eaten.
../../datasets/FIDStyles/style0/A person holding a piece of pizza in front of the camera..jpg,A person holding a piece of pizza in front of the camera.
"../../datasets/FIDStyles/style0/A tidy room has a white sofa, monitor, window and a coffee table with a glass of wine on it..jpg","A tidy room has a white sofa, monitor, window and a coffee table with a glass of wine on it."
../../datasets/FIDStyles/style0/A white truck driving down a road past a traffic light..jpg,A white truck driving down a road past a traffic light.
../../datasets/FIDStyles/style0/A rear view mirror hanging from the side of a car door..jpg,A rear view mirror hanging from the side of a car door.
../../datasets/FIDStyles/style0/A stainless steel oven is sitting on tile flooring..jpg,A stainless steel oven is sitting on tile flooring.
../../datasets/FIDStyles/style0/A black dog with a frisbee running in a grassy field..jpg,A black dog with a frisbee running in a grassy field.
../../datasets/FIDStyles/style0/A man sitting on a bench crossing his leg.jpg,A man sitting on a bench crossing his leg
../../datasets/FIDStyles/style0/A pretty young lady holding an umbrella near a building..jpg,A pretty young lady holding an umbrella near a building.
../../datasets/FIDStyles/style0/This is a girl with a bunny toy and carrots..jpg,This is a girl with a bunny toy and carrots.
../../datasets/FIDStyles/style0/Zebras and antelopes in a field of dried grass..jpg,Zebras and antelopes in a field of dried grass.
../../datasets/FIDStyles/style0/A boy doing tricks on his skate board at a skate park..jpg,A boy doing tricks on his skate board at a skate park.
../../datasets/FIDStyles/style0/some French fries ketchup and some chicken sandwich and a drink.jpg,some French fries ketchup and some chicken sandwich and a drink
../../datasets/FIDStyles/style0/A wooden table with plats of pizza and glasses..jpg,A wooden table with plats of pizza and glasses.
../../datasets/FIDStyles/style0/A man in white and black shirt on a tennis court..jpg,A man in white and black shirt on a tennis court.
../../datasets/FIDStyles/style0/A cat is sitting with a stuffed pig.jpg,A cat is sitting with a stuffed pig
../../datasets/FIDStyles/style0/A bathroom with a tub and a sink..jpg,A bathroom with a tub and a sink.
../../datasets/FIDStyles/style0/An airplane sits on an airport runway in a city..jpg,An airplane sits on an airport runway in a city.
../../datasets/FIDStyles/style0/A serving of food on a small white plate..jpg,A serving of food on a small white plate.
../../datasets/FIDStyles/style0/Two benches sitting next to each other next to a field..jpg,Two benches sitting next to each other next to a field.
../../datasets/FIDStyles/style0/a vase on a table filled with tulips.jpg,a vase on a table filled with tulips
../../datasets/FIDStyles/style0/A horse drawn carriage traveling down a city street..jpg,A horse drawn carriage traveling down a city street.
../../datasets/FIDStyles/style0/The boy is riding down the hill on the skateboard..jpg,The boy is riding down the hill on the skateboard.
../../datasets/FIDStyles/style0/A giraffe feeding on hay in it's enclosure.jpg,A giraffe feeding on hay in it's enclosure
../../datasets/FIDStyles/style0/A woman that is standing up with a doughnut..jpg,A woman that is standing up with a doughnut.
../../datasets/FIDStyles/style0/Two people sitting on a bench at a park..jpg,Two people sitting on a bench at a park.
"../../datasets/FIDStyles/style0/A room in a doll house with furniture, decorations, books, and people in the room also..jpg","A room in a doll house with furniture, decorations, books, and people in the room also."
../../datasets/FIDStyles/style0/A person doing tricks on a pink motorcycle..jpg,A person doing tricks on a pink motorcycle.
../../datasets/FIDStyles/style0/two red and white jets flying next to each other.jpg,two red and white jets flying next to each other
../../datasets/FIDStyles/style0/A defaced stop sign in front of a brick wall..jpg,A defaced stop sign in front of a brick wall.
../../datasets/FIDStyles/style0/a red stop sign is in front of a shop.jpg,a red stop sign is in front of a shop
../../datasets/FIDStyles/style0/The young cat is sitting directly on top of the laptop keyboard..jpg,The young cat is sitting directly on top of the laptop keyboard.
../../datasets/FIDStyles/style0/A bedroom with a large bed and a bear sitting on top of it..jpg,A bedroom with a large bed and a bear sitting on top of it.
../../datasets/FIDStyles/style0/I think these are tater tots and onions..jpg,I think these are tater tots and onions.
../../datasets/FIDStyles/style0/a river that has a bridge with a train on it.jpg,a river that has a bridge with a train on it
../../datasets/FIDStyles/style0/A kid with a tie standing next to a speaker..jpg,A kid with a tie standing next to a speaker.
../../datasets/FIDStyles/style0/A kitchen with gray wall tiles and a wood floor..jpg,A kitchen with gray wall tiles and a wood floor.
../../datasets/FIDStyles/style0/A couple of boys playing a game with remote controllers..jpg,A couple of boys playing a game with remote controllers.
../../datasets/FIDStyles/style0/A jeep with a door open moving on dirt..jpg,A jeep with a door open moving on dirt.
../../datasets/FIDStyles/style0/A woman stands on the beach with her surf board..jpg,A woman stands on the beach with her surf board.
../../datasets/FIDStyles/style0/A man sitting on the grass holding a partially eaten jelly doughnut..jpg,A man sitting on the grass holding a partially eaten jelly doughnut.
../../datasets/FIDStyles/style0/People parade on motor cycles waving rainbow flags.jpg,People parade on motor cycles waving rainbow flags
../../datasets/FIDStyles/style0/A man is skateboarding down a ramp in blue jeans.jpg,A man is skateboarding down a ramp in blue jeans
../../datasets/FIDStyles/style0/A baseball pitcher is about to throw a pitch..jpg,A baseball pitcher is about to throw a pitch.
../../datasets/FIDStyles/style0/A stack of fruit including two oranges and an apple..jpg,A stack of fruit including two oranges and an apple.
../../datasets/FIDStyles/style0/top of a palm tree with two small planes on blue sky.jpg,top of a palm tree with two small planes on blue sky
../../datasets/FIDStyles/style0/A sign near a railing beside a street..jpg,A sign near a railing beside a street.
../../datasets/FIDStyles/style0/Two pizzas on a wooden table next to wine..jpg,Two pizzas on a wooden table next to wine.
../../datasets/FIDStyles/style0/Two cows looking at the camera person (unseen) inside a fence..jpg,Two cows looking at the camera person (unseen) inside a fence.
../../datasets/FIDStyles/style0/The snowboarder wearing sunglasses rides down the slope..jpg,The snowboarder wearing sunglasses rides down the slope.
"../../datasets/FIDStyles/style0/A room with a sofa, a small coffee table, a chair, a credenza with a television, a table and desk chair and some framed pictures on wall..jpg","A room with a sofa, a small coffee table, a chair, a credenza with a television, a table and desk chair and some framed pictures on wall."
../../datasets/FIDStyles/style0/A table topped with plates and bowls of food..jpg,A table topped with plates and bowls of food.
../../datasets/FIDStyles/style0/A pile of luggage sitting on a tiled airport floor..jpg,A pile of luggage sitting on a tiled airport floor.
../../datasets/FIDStyles/style0/The man is surfing on the river by the boats..jpg,The man is surfing on the river by the boats.
../../datasets/FIDStyles/style0/Two giraffes walking in the wild on the dry terrain..jpg,Two giraffes walking in the wild on the dry terrain.
../../datasets/FIDStyles/style0/A man in white shirt and grey shorts holding a frisbee..jpg,A man in white shirt and grey shorts holding a frisbee.
../../datasets/FIDStyles/style0/A person flying a large kite with long tassels..jpg,A person flying a large kite with long tassels.
../../datasets/FIDStyles/style0/A horse drawn carriage waiting outside a hotel..jpg,A horse drawn carriage waiting outside a hotel.
../../datasets/FIDStyles/style0/there is paneling on the wall in this living room..jpg,there is paneling on the wall in this living room.
../../datasets/FIDStyles/style0/A meal sits on a plate with chopsticks.jpg,A meal sits on a plate with chopsticks
../../datasets/FIDStyles/style0/A large black truck towing two dune buggies..jpg,A large black truck towing two dune buggies.
../../datasets/FIDStyles/style0/Two men looking at a plane on a runway..jpg,Two men looking at a plane on a runway.
../../datasets/FIDStyles/style0/A woman eating a piece of pizza in a restaurant..jpg,A woman eating a piece of pizza in a restaurant.
../../datasets/FIDStyles/style0/A Frisbee is being thrown high in the air above a sandy beach..jpg,A Frisbee is being thrown high in the air above a sandy beach.
"../../datasets/FIDStyles/style0/A plate has a food that consists of corn, sauce, olives, and cheese on bread ..jpg","A plate has a food that consists of corn, sauce, olives, and cheese on bread ."
../../datasets/FIDStyles/style0/Two horses tethered to trees on a green-way in a city..jpg,Two horses tethered to trees on a green-way in a city.
"../../datasets/FIDStyles/style0/A sign in front of the ocean that reads, ""Not a through street."".jpg","A sign in front of the ocean that reads, ""Not a through street."""
../../datasets/FIDStyles/style0/A large passenger plane is parked on the runway..jpg,A large passenger plane is parked on the runway.
../../datasets/FIDStyles/style0/A cutting board topped with fresh veggies and blue berries..jpg,A cutting board topped with fresh veggies and blue berries.
../../datasets/FIDStyles/style0/a package of envelopes that are flavored like fruit.jpg,a package of envelopes that are flavored like fruit
../../datasets/FIDStyles/style0/A dog playing in the grass with a large ball..jpg,A dog playing in the grass with a large ball.
../../datasets/FIDStyles/style0/A snowy street with traffic and traffic lights on a winter day..jpg,A snowy street with traffic and traffic lights on a winter day.
../../datasets/FIDStyles/style0/Group of black sheep resting in middle of trail.jpg,Group of black sheep resting in middle of trail
../../datasets/FIDStyles/style0/Two men and two kids watch a bright glow coming from an oven..jpg,Two men and two kids watch a bright glow coming from an oven.
../../datasets/FIDStyles/style0/a very big elephant with some clothes on carrying three people.jpg,a very big elephant with some clothes on carrying three people
../../datasets/FIDStyles/style0/A person bent over on a pair of skis..jpg,A person bent over on a pair of skis.
../../datasets/FIDStyles/style0/A couple dressed up at a costume party..jpg,A couple dressed up at a costume party.
../../datasets/FIDStyles/style0/A desk and chairs are revealed in a mirror of a room..jpg,A desk and chairs are revealed in a mirror of a room.
../../datasets/FIDStyles/style0/View of back of horse and it's wavy tail.jpg,View of back of horse and it's wavy tail
../../datasets/FIDStyles/style0/A wooden table topped with hot dogs in buns..jpg,A wooden table topped with hot dogs in buns.
../../datasets/FIDStyles/style0/A guy with headphones does a trick with a skate board..jpg,A guy with headphones does a trick with a skate board.
../../datasets/FIDStyles/style0/A pair of scissors near a rock on a table..jpg,A pair of scissors near a rock on a table.
../../datasets/FIDStyles/style0/Four men in a green field playing something with a frisbee..jpg,Four men in a green field playing something with a frisbee.
../../datasets/FIDStyles/style0/A man sitting on a couch stares at the camera..jpg,A man sitting on a couch stares at the camera.
../../datasets/FIDStyles/style0/A dirty fork and plate after a meal..jpg,A dirty fork and plate after a meal.
"../../datasets/FIDStyles/style0/Several people, some in bear costumes, are riding motorcycles..jpg","Several people, some in bear costumes, are riding motorcycles."
../../datasets/FIDStyles/style0/A shower stall set up with handrails and a seat..jpg,A shower stall set up with handrails and a seat.
../../datasets/FIDStyles/style0/Three people pose with their stuffed animals in front of Christmas trees..jpg,Three people pose with their stuffed animals in front of Christmas trees.
../../datasets/FIDStyles/style0/a wall covered with assorted tool and paintbrushes.jpg,a wall covered with assorted tool and paintbrushes
"../../datasets/FIDStyles/style0/A view of a living room couch, chair, desk and window..jpg","A view of a living room couch, chair, desk and window."
../../datasets/FIDStyles/style0/People riding bikes in the street with mopeds parked on the sidewalk..jpg,People riding bikes in the street with mopeds parked on the sidewalk.
"../../datasets/FIDStyles/style0/An untidy room with clothes, bottles next to an oven..jpg","An untidy room with clothes, bottles next to an oven."
../../datasets/FIDStyles/style0/A burger that is sitting on a plate..jpg,A burger that is sitting on a plate.
../../datasets/FIDStyles/style0/Two giraffes inside of a fenced enclosure with water.jpg,Two giraffes inside of a fenced enclosure with water
../../datasets/FIDStyles/style0/A harbor with boats anchored in lines and a large ship at dock..jpg,A harbor with boats anchored in lines and a large ship at dock.
../../datasets/FIDStyles/style0/Several boats parked in a large body of water..jpg,Several boats parked in a large body of water.
../../datasets/FIDStyles/style0/A living room filled with furniture and a small gray TV..jpg,A living room filled with furniture and a small gray TV.
../../datasets/FIDStyles/style0/old timey photo of an old town and horse.jpg,old timey photo of an old town and horse
"../../datasets/FIDStyles/style0/People at a ski lift, with people off to the side one leaning down in the snow..jpg","People at a ski lift, with people off to the side one leaning down in the snow."
../../datasets/FIDStyles/style0/A group of stuffed animals sitting on a bed.jpg,A group of stuffed animals sitting on a bed
../../datasets/FIDStyles/style0/A girl is making a sandwich on top of a desk..jpg,A girl is making a sandwich on top of a desk.
../../datasets/FIDStyles/style0/A man in white clothes is wading through a pond.jpg,A man in white clothes is wading through a pond
../../datasets/FIDStyles/style0/Several older and young elephants are standing in an elephant enclosure..jpg,Several older and young elephants are standing in an elephant enclosure.
"../../datasets/FIDStyles/style0/The small, yellow single engine plane is spraying crops..jpg","The small, yellow single engine plane is spraying crops."
../../datasets/FIDStyles/style0/Two giraffes in a grassy area with shrubbery in the background..jpg,Two giraffes in a grassy area with shrubbery in the background.
../../datasets/FIDStyles/style0/A large group of people marching down a street..jpg,A large group of people marching down a street.
../../datasets/FIDStyles/style0/A lion takes down a zebra on the savannah..jpg,A lion takes down a zebra on the savannah.
../../datasets/FIDStyles/style0/Recreational boats are docked on a glass-still park lake..jpg,Recreational boats are docked on a glass-still park lake.
../../datasets/FIDStyles/style0/A plate has two small pieces of pizza on it..jpg,A plate has two small pieces of pizza on it.
../../datasets/FIDStyles/style0/Three vases are being displayed on the shelf..jpg,Three vases are being displayed on the shelf.
../../datasets/FIDStyles/style0/The cute white woman sits alone on the bus..jpg,The cute white woman sits alone on the bus.
../../datasets/FIDStyles/style0/A man sitting in a chair holding a laptop computer..jpg,A man sitting in a chair holding a laptop computer.
../../datasets/FIDStyles/style0/a man riding a bike and walking a dog on a leash.jpg,a man riding a bike and walking a dog on a leash
"../../datasets/FIDStyles/style0/a plaque that says ""genius at work"" on top of a desk with a wallet, cell phone, microscope and other items.jpg","a plaque that says ""genius at work"" on top of a desk with a wallet, cell phone, microscope and other items"
../../datasets/FIDStyles/style0/A bedroom with muted lightings and very little decor..jpg,A bedroom with muted lightings and very little decor.
../../datasets/FIDStyles/style0/Child eating hotdog with onion rings and ketchup..jpg,Child eating hotdog with onion rings and ketchup.
../../datasets/FIDStyles/style0/A man in shorts and tennis shoes is swinging a tennis racquet.jpg,A man in shorts and tennis shoes is swinging a tennis racquet
../../datasets/FIDStyles/style0/A young boy eating a banana with a glass and bowl next to him..jpg,A young boy eating a banana with a glass and bowl next to him.
../../datasets/FIDStyles/style0/A white toilet sitting underneath a window next to a sink..jpg,A white toilet sitting underneath a window next to a sink.
../../datasets/FIDStyles/style0/A person readies to hit a baseball with a bat..jpg,A person readies to hit a baseball with a bat.
../../datasets/FIDStyles/style0/There is a traffic light over a snowy street.jpg,There is a traffic light over a snowy street
../../datasets/FIDStyles/style0/A baseball player swinging his bat on the baseball field.jpg,A baseball player swinging his bat on the baseball field
../../datasets/FIDStyles/style0/A woman in a black coat sitting on a bench..jpg,A woman in a black coat sitting on a bench.
../../datasets/FIDStyles/style0/A sandwich on a plate sitting next to an empty glass..jpg,A sandwich on a plate sitting next to an empty glass.
../../datasets/FIDStyles/style0/A man is skiing on a powdery slope with a blue sky in the background..jpg,A man is skiing on a powdery slope with a blue sky in the background.
../../datasets/FIDStyles/style0/There is a person sitting at the tablr.jpg,There is a person sitting at the tablr
"../../datasets/FIDStyles/style0/a plate with a sandwich, a lot of french fries, and some fruit.jpg","a plate with a sandwich, a lot of french fries, and some fruit"
../../datasets/FIDStyles/style0/A woman sits on a horse near several other people who are standing..jpg,A woman sits on a horse near several other people who are standing.
../../datasets/FIDStyles/style0/A father and his children enjoying pastries at a bakery.jpg,A father and his children enjoying pastries at a bakery
../../datasets/FIDStyles/style0/A street sign in grass with building in the background..jpg,A street sign in grass with building in the background.
../../datasets/FIDStyles/style0/people on the beach with a santa clause that has a surfboard.jpg,people on the beach with a santa clause that has a surfboard
../../datasets/FIDStyles/style0/A person is coming down a small hill on skis..jpg,A person is coming down a small hill on skis.
"../../datasets/FIDStyles/style0/A bowl full of plump mushrooms is sitting beside fruits, vegetables and breads..jpg","A bowl full of plump mushrooms is sitting beside fruits, vegetables and breads."
../../datasets/FIDStyles/style0/Horse drawn wagon at curbside near white building with tall spires..jpg,Horse drawn wagon at curbside near white building with tall spires.
../../datasets/FIDStyles/style0/A picture of a clean vanity and shower..jpg,A picture of a clean vanity and shower.
"../../datasets/FIDStyles/style0/An assortment of fresh vegetables are displayed which include radishes, cauliflower, carrots, red onions, green tomatoes..jpg","An assortment of fresh vegetables are displayed which include radishes, cauliflower, carrots, red onions, green tomatoes."
../../datasets/FIDStyles/style0/A close-up of the person wearing a hat with umbrellas in the background..jpg,A close-up of the person wearing a hat with umbrellas in the background.
../../datasets/FIDStyles/style0/A mountain view of the sky with three kites in sight.jpg,A mountain view of the sky with three kites in sight
../../datasets/FIDStyles/style0/a just married couple kissing on a bench by the water.jpg,a just married couple kissing on a bench by the water
../../datasets/FIDStyles/style0/People seated at umbrella tables with plates of food..jpg,People seated at umbrella tables with plates of food.
../../datasets/FIDStyles/style0/A young girl sitting at a table eating a doughnut..jpg,A young girl sitting at a table eating a doughnut.
../../datasets/FIDStyles/style0/A man feeding chickens near a man on horseback and a horse drawn cart..jpg,A man feeding chickens near a man on horseback and a horse drawn cart.
"../../datasets/FIDStyles/style0/A bunch of luggage sitting on a car, traveling down the road..jpg","A bunch of luggage sitting on a car, traveling down the road."
../../datasets/FIDStyles/style0/The bride and groom are smiling as the cut a cake together..jpg,The bride and groom are smiling as the cut a cake together.
../../datasets/FIDStyles/style0/an airliner just taking off from the runway.jpg,an airliner just taking off from the runway
../../datasets/FIDStyles/style0/A woman standing in a kitchen next to a stove top oven..jpg,A woman standing in a kitchen next to a stove top oven.
"../../datasets/FIDStyles/style0/A polar bear resting on the side of a large, thick rock wall..jpg","A polar bear resting on the side of a large, thick rock wall."
../../datasets/FIDStyles/style0/The yellow flowers are beside a white bench..jpg,The yellow flowers are beside a white bench.
../../datasets/FIDStyles/style0/people eating under a umbrella from ice cream company.jpg,people eating under a umbrella from ice cream company
../../datasets/FIDStyles/style0/Four boats sit on the water during sunset.jpg,Four boats sit on the water during sunset
