image,text
../../datasets/OldStyles/style5/Several teenagers stand on the street observing a motorcycle.jpg,Several teenagers stand on the street observing a motorcycle
../../datasets/OldStyles/style5/A black and white photograph of a wall clock.jpg,A black and white photograph of a wall clock
../../datasets/OldStyles/style5/A small black cat reaching up to the inside of a yellow umbrella with both paws.jpg,A small black cat reaching up to the inside of a yellow umbrella with both paws
../../datasets/OldStyles/style5/Two baby elephants in a dirt covered enclosure.jpg,Two baby elephants in a dirt covered enclosure
../../datasets/OldStyles/style5/The elephants are all walking near the water.jpg,The elephants are all walking near the water
../../datasets/OldStyles/style5/A grassy hillside with several cows grazing on it.jpg,A grassy hillside with several cows grazing on it
../../datasets/OldStyles/style5/A large herd of sheep in the tall grass.jpg,A large herd of sheep in the tall grass
../../datasets/OldStyles/style5/A man and a woman eating hamburgers on a park bench.jpg,A man and a woman eating hamburgers on a park bench
../../datasets/OldStyles/style5/The man is upset about the features on his iphone.jpg,The man is upset about the features on his iphone
../../datasets/OldStyles/style5/a bunch of glasses are sitting on a table.jpg,a bunch of glasses are sitting on a table
../../datasets/OldStyles/style5/Two giraffes standing at each other in a holding cell.jpg,Two giraffes standing at each other in a holding cell
../../datasets/OldStyles/style5/A woman standing with tons of luggage and a stroller.jpg,A woman standing with tons of luggage and a stroller
../../datasets/OldStyles/style5/A man standing next to a woman cutting a cake.jpg,A man standing next to a woman cutting a cake
../../datasets/OldStyles/style5/a person standing near a counter with bunches of bananas.jpg,a person standing near a counter with bunches of bananas
../../datasets/OldStyles/style5/A muffin tin with a fork sitting in one empty cup where something has been removed.jpg,A muffin tin with a fork sitting in one empty cup where something has been removed
../../datasets/OldStyles/style5/Two young women are dressed alike in blue.jpg,Two young women are dressed alike in blue
"../../datasets/OldStyles/style5/A busy city street lined with stores, parked cars and people.jpg","A busy city street lined with stores, parked cars and people"
../../datasets/OldStyles/style5/A dog laying on top of a couch next to a white dog.jpg,A dog laying on top of a couch next to a white dog
../../datasets/OldStyles/style5/A man that is sitting in a van.jpg,A man that is sitting in a van
../../datasets/OldStyles/style5/A water skier in the water holding on to a bar next to the boat.jpg,A water skier in the water holding on to a bar next to the boat
../../datasets/OldStyles/style5/An older style motorhome in a car museum.jpg,An older style motorhome in a car museum
../../datasets/OldStyles/style5/A cat laying down on a chair cushion.jpg,A cat laying down on a chair cushion
../../datasets/OldStyles/style5/A man in yellow vest skiing on a snowy slope.jpg,A man in yellow vest skiing on a snowy slope
../../datasets/OldStyles/style5/A man holding a dessert with a spoon in it on a plate.jpg,A man holding a dessert with a spoon in it on a plate
../../datasets/OldStyles/style5/Colorful umbrella lying on a beach as the sun sets.jpg,Colorful umbrella lying on a beach as the sun sets
../../datasets/OldStyles/style5/A man and a child holding tennis rackets in their hands.jpg,A man and a child holding tennis rackets in their hands
../../datasets/OldStyles/style5/A couple of men wearing catchers mitts on a baseball field.jpg,A couple of men wearing catchers mitts on a baseball field
../../datasets/OldStyles/style5/A man flying through the air on top of a skateboard.jpg,A man flying through the air on top of a skateboard
../../datasets/OldStyles/style5/A living room filled with furniture with lots of pillows on it.jpg,A living room filled with furniture with lots of pillows on it
../../datasets/OldStyles/style5/A couple of black horses walking across a snow covered field.jpg,A couple of black horses walking across a snow covered field
../../datasets/OldStyles/style5/A pile of fruit sitting on a shelf next to a basket.jpg,A pile of fruit sitting on a shelf next to a basket
../../datasets/OldStyles/style5/A fenced in pasture with sheep grazing in the grass.jpg,A fenced in pasture with sheep grazing in the grass
../../datasets/OldStyles/style5/a couple of people are standing in the shade.jpg,a couple of people are standing in the shade
../../datasets/OldStyles/style5/A vehicle rides down a dirt road past a car.jpg,A vehicle rides down a dirt road past a car
../../datasets/OldStyles/style5/A woman having a laugh with a birthday cake with candles.jpg,A woman having a laugh with a birthday cake with candles
"../../datasets/OldStyles/style5/Dinner is set, lots of vegetables in bowls cover a table with place settings of white plates and chopsticks.jpg","Dinner is set, lots of vegetables in bowls cover a table with place settings of white plates and chopsticks"
../../datasets/OldStyles/style5/Two persons are standing under a street sign board.jpg,Two persons are standing under a street sign board
